id,artist,name,year,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
30aVFx8u8eYjy0P6flmPYp,Disclosure,F For You,2013-01-01,0,0.756,0.821,3,-7.464,0,0.071,0.00733,0.0269,0.107,0.242,124.022
0rfXn2iUwqQXzNvJgmcG6p,Miike Snow,Paddling Out,2012-03-19,51,0.611,0.826,10,-3.56,0,0.0368,0.00929,0.0043,0.186,0.363,128.112
0DanGj9TtgZIjJnHdTbW9v,Madeon,Finale (feat. Nicholas Petricca),2012-07-22,49,0.42,0.863,7,-3.135,0,0.0473,0.00655,1.39e-05,0.147,0.172,92.131
6C0xucNj75wRdlejwWIEW1,Kasabian,Club Foot,2004-01-30,61,0.237,0.919,0,-6.893,1,0.0814,0.0257,2.31e-05,0.0914,0.123,101.758
4itiW5Mona3QCo5h7RLQkU,Astro,Panda,2012,0,0.441,0.846,7,-5.041,1,0.0384,0.00486,0.0839,0.0566,0.854,115.944
2B60SqgEPlhOWzRLeQpv0r,The Subways,Rock & Roll Queen,2005-10-18,31,0.381,0.746,10,-6.598,0,0.0407,0.000172,0.00101,0.111,0.263,141.518
1jJci4qxiYcOHhQR247rEU,MGMT,Kids,2007-12-14,78,0.451,0.931,9,-3.871,1,0.0719,0.00076,0.0049,0.361,0.172,122.961
4Qm13tC08v8k6a1UEr9Htb,Kasabian,Switchblade Smiles,2011-09-19,38,0.254,0.912,2,-7.079,0,0.222,0.0523,0.39,0.156,0.26,105.841
3HDVoahymRW0kjFXDuoEGx,Datarock,FaFaFa,2005,0,0.713,0.902,9,-4.937,0,0.0427,0.00776,0.0018,0.0515,0.96,134.884
4spfRBAAdrMKR35lZWrgYF,The Hoosiers,Goodbye Mr A,2007-10-22,60,0.469,0.84,4,-3.263,1,0.0294,0.0861,0.00195,0.187,0.573,185.966
3lPr8ghNDBLc2uZovNyLs9,Muse,Supermassive Black Hole,2006-06-19,73,0.668,0.921,7,-3.727,1,0.0439,0.0492,0.00517,0.0877,0.782,120.0
7FyleHL9CFHSvmo8sG0CdT,Franz Ferdinand,Tell Her Tonight,2004,0,0.536,0.585,2,-7.451,1,0.0387,0.000181,0.0,0.26,0.662,123.915
3DELXBOaCxwyLBr3s5AAlN,The Stone Roses,Fools Gold,2010-02-26,40,0.746,0.739,7,-12.912,1,0.0527,0.00482,0.883,0.0731,0.666,112.824
1bx7OUl2UmAnA5oZkm9If7,Caesars,Jerk It Out,2005-01-14,64,0.58,0.981,8,-2.603,0,0.06,0.0171,1.07e-05,0.386,0.861,134.007
4KByCMUzfWmvXAO7ILudGb,Kasabian,L.S.F.,2004-09-04,0,0.613,0.761,9,-7.468,1,0.0343,0.00681,0.000152,0.27,0.44,105.274
72aCha2Meq7txnk451hz7k,Bloc Party,Helicopter,2005-01-01,54,0.466,0.954,11,-3.633,0,0.132,0.00015,0.00343,0.387,0.396,170.058
3O8H3HOCwGiae4zMMFpD0h,Moby,Bodyrock,1999,0,0.651,0.858,6,-8.113,0,0.0455,0.00089,0.649,0.231,0.318,108.0
0E9ZjEAyAwOXZ7wJC0PD33,Dynoro,In My Mind,2018-06-08,81,0.694,0.77,6,-5.335,1,0.149,0.176,1.1e-05,0.118,0.163,125.905
2SdMEke7JCBEo8t60iyw2r,Faul & Wad Ad,Changes - Radio Mix,2013-12-06,62,0.772,0.7,1,-7.285,1,0.0332,0.00585,0.49,0.0745,0.426,126.017
5StvAhgmgCOpCPHHNfS8bx,Major Lazer,Watch Out For This (Bumaye),2013-04-15,57,0.817,0.754,10,-4.128,0,0.156,0.0193,6.69e-06,0.0585,0.86,107.999
6I9VzXrHxO9rA9A5euc8Ak,Britney Spears,Toxic,2003-11-13,80,0.774,0.838,5,-3.914,0,0.114,0.0249,0.025,0.242,0.924,143.04
3c8iiZGfEammKJuWTErE5x,Felix Jaehn,Ain't Nobody (Loves Me Better) (feat. Jasmine Thompson),2018-02-16,72,0.778,0.566,2,-6.959,0,0.0311,0.672,0.000197,0.0698,0.479,117.971
1XyL3J7eTTKnxRZAM3LqIT,Madcon,Beggin (original version),2007-12-03,72,0.715,0.8,4,-5.144,0,0.057,0.0271,0.0,0.0648,0.445,129.023
3AYcyxEACnmE6d96RPubID,Macklemore & Ryan Lewis,Thrift Shop (feat. Wanz),2012-10-09,73,0.781,0.526,6,-6.985,0,0.293,0.0619,0.0,0.0457,0.662,94.992
1rqqCSm0Qe4I9rUvWncaom,Panic! At The Disco,High Hopes,2018-06-22,84,0.579,0.904,5,-2.729,1,0.0618,0.193,0.0,0.064,0.681,82.014
3KF7PrnyI0iswl5BhIIyfU,Micky Green,Oh!,2007,44,0.893,0.477,10,-7.369,0,0.17,0.38,7.78e-06,0.134,0.481,120.068
6lFMUE3wCWMxw63N0GKeUJ,Dr Nele Karajlic,Bubamara,1998-02-02,36,0.37,0.746,0,-5.853,1,0.0667,0.732,0.0,0.395,0.743,141.191
6FT83pFXKhDlXDsNJFAHWz,Chuck Berry,You Never Can Tell,1964-11-01,70,0.525,0.852,7,-9.519,1,0.222,0.731,5.11e-05,0.218,0.884,157.404
7pHswjfOmxFhnsq5XYrkTS,Indeep,Last Night a D.J. Saved My Life,1983-01-01,43,0.914,0.476,11,-7.538,1,0.162,0.111,0.00248,0.0669,0.657,109.562
1YzgxLvIISW2RTnKIYE160,Yma Sumac,Gopher,1954-01-01,39,0.577,0.59,10,-5.755,0,0.0991,0.591,4.38e-05,0.112,0.759,153.722
2Z30vbABDGXJ2N6NAVvw7H,Joakim,Nothing Gold - Todd Terje Remix,2012-04-09,43,0.73,0.839,8,-6.715,1,0.0468,0.0535,0.91,0.0598,0.963,112.996
4qYBR4KCtaTeOBwQA2wc66,Malto,Je serai le président de tous les Français,2020-04-27,22,0.915,0.733,4,-11.94,1,0.0468,0.762,0.0455,0.169,0.923,120.013
1nqRcEQRT5eXKHqkgmtSOR,Paul Dukas,L’apprendista stregone - Prima parte,2020-04-29,4,0.362,0.532,5,-12.903,0,0.069,0.931,0.814,0.0783,0.0967,124.778
78M0FerwNkuR5P0DatyRRo,POLHEN,Coro c'est coro,2020-05-08,12,0.588,0.575,2,-10.286,0,0.172,0.323,0.026,0.235,0.354,114.038
0RvBqIm4OHcjKwQK0IoJ8R,European Vampire,TOM FORD,2020-05-05,33,0.778,0.458,11,-11.588,0,0.101,0.106,0.00108,0.105,0.142,117.487
1nz1xzqPN4xYZtR4zgiLxt,Bronski Beat,Smalltown Boy,1984,0,0.679,0.564,10,-11.247,1,0.0267,0.529,0.0709,0.275,0.926,134.586
0VjIjW4GlUZAMYd2vXMi3b,The Weeknd,Blinding Lights,2020-03-20,96,0.514,0.73,1,-5.934,1,0.0598,0.00146,9.54e-05,0.0897,0.334,171.005
2IdngzLsVjOFQlzhJ3MWf5,-M-,Matchistador,1997-04-24,43,0.831,0.712,10,-9.236,0,0.097,0.00631,0.000471,0.191,0.857,110.026
1ltGvFacn7TLMERpzoR5J1,Jacques Dutronc,L'opportuniste,1969-12-04,40,0.604,0.565,4,-11.644,0,0.028,0.213,0.0373,0.113,0.492,93.245
0FypjlDKkK46KkvSPt7bem,Jacques Dutronc,"Fais pas ci, fais pas ça",1968-11-14,42,0.481,0.662,4,-7.287,1,0.317,0.584,0.0,0.194,0.827,184.81
5TpIQ1tVlPnm4SHObswUU6,Chagrin D'amour,Chacun fait (C'qui lui plait),1981-01-01,49,0.717,0.804,7,-7.41,0,0.0689,0.145,0.0,0.3,0.851,113.556
7tWAPy4dtxPz3diR8L8hi2,Phenomenal Club,Il est vraiment phénoménal,1997-04-01,30,0.826,0.96,0,-8.242,1,0.0402,0.0335,0.0162,0.0758,0.852,134.047
6EwumL5NHSyl1K35ZyNdcW,France Gall,Laisse tomber les filles,2001-01-01,47,0.759,0.818,2,-6.383,1,0.0316,0.598,0.0,0.267,0.967,132.716
0BB9eUBBaaX6GALSYNcEp7,Dead Or Alive,You Spin Me Round (Like a Record),1985-09-05,0,0.554,0.851,6,-10.526,0,0.0334,0.006,0.0242,0.405,0.96,128.103
1uI848raFaNWwe9HjHpjQ5,Sabrina,Boys - Summertime Love,1988,56,0.835,0.679,5,-10.539,0,0.0322,0.137,0.476,0.0611,0.936,119.862
4d6eqRtpDX7tydHJGDZUBQ,Fine Young Cannibals,She Drives Me Crazy,1988-01-01,72,0.799,0.687,2,-5.682,1,0.0431,0.193,0.000188,0.0307,0.965,108.804
5mW06RIeNR7m3ABDqjHf2T,Ratatat,Cream on Chrome,2015-07-15,0,0.794,0.687,7,-5.028,0,0.0746,0.0395,0.4,0.115,0.787,100.253
0qHeP8zt2WWef7EWCs1ECj,Nick Cave & The Bad Seeds,Red Right Hand - 2011 Remastered Version,1994-04-18,63,0.735,0.403,4,-11.599,0,0.037,0.139,0.473,0.107,0.453,115.658
3aFSo24NwIQHeO3aJdyJb9,Klaxons,Golden Skans,2007-04-09,0,0.451,0.852,2,-3.409,0,0.0418,0.000652,3.22e-06,0.251,0.601,141.935
68oUQRwGJGExtkpaSvSbgb,Portishead,Glory Box,1994-01-01,0,0.494,0.417,1,-10.013,1,0.0362,0.181,0.489,0.0766,0.224,119.853
0sUPUKFtNOaKDzi38FH4XY,Royal Philharmonic Orchestra,Barry Lyndon: Sarabande,2002,43,0.263,0.11,2,-17.166,0,0.0427,0.64,0.848,0.101,0.0746,116.233
6Mer1LOfJDd7vUbeWXODrq,The Dubliners,The Rocky Road to Dublin - Live,1964-01-01,54,0.625,0.836,11,-6.416,0,0.383,0.867,0.00218,0.684,0.92,142.749
5SnG0sNq6PVDhFSWM0KyAc,The Red Army Choir,Hymne À La Joie (Hymne Européen),2010-03-01,0,0.372,0.708,2,-7.049,1,0.0479,0.881,0.0221,0.225,0.287,128.731
1wn4HfcyX5waG0CuY3a8gg,Vaudou Game,Pas contente,2014-09-22,31,0.727,0.703,7,-6.471,0,0.0326,0.473,0.000438,0.0422,0.964,110.503
6hUcTW0ILIxfhpqLRo0tJw,Senay,Honki Ponki,1980,19,0.706,0.553,1,-16.483,0,0.0825,0.381,0.0,0.128,0.89,109.024
7jRBeWs7TvE8N8W4tEk3nb,Taeko Onuki,Summer Connection,1977-07-25,43,0.529,0.83,3,-7.084,1,0.0555,0.329,8.25e-05,0.354,0.616,105.299
3m8M2nj8DhFnUDxCcD2u6Q,Minako Yoshida,UPTOWN - Live,1983,6,0.6,0.779,8,-6.525,1,0.0354,0.00525,0.317,0.335,0.467,132.845
4DTdxMBIsG0qWKNO8QxOMx,Yumi Arai,あなただけのもの,1974-10-05,32,0.744,0.57,5,-10.043,1,0.068,0.415,0.0707,0.0247,0.829,88.802
7DiGGubduJdXkBYO7zST74,Taeko Onuki,海と少年,1978,27,0.746,0.79,2,-6.598,1,0.032,0.684,0.0,0.343,0.875,105.014
2lV8YY0GQYXgtUWXM4NJ4X,Taeko Onuki,4:00A.M.,1978,54,0.631,0.769,6,-6.918,1,0.0372,0.276,0.000371,0.0789,0.834,103.392
7CpcZceLngQ4UWS3XAJfsE,Parov Stelar,Catgroove,2013-01-01,49,0.822,0.876,6,-7.661,1,0.0662,0.0239,0.797,0.0442,0.582,127.99
1ObQhfyAJMl4Kb2vb9U6ZN,Birdy Nam Nam,Abesses,2011-09-22,43,0.761,0.691,6,-7.332,0,0.0792,0.0331,0.792,0.0987,0.834,89.814
6N8bfaDYWJb7yyqdBcf0s8,Jacques Dutronc,Les cactus,1966-06-30,43,0.56,0.812,4,-6.711,1,0.0411,0.0223,0.00153,0.0224,0.919,123.934
6ig2EfxvupxxEuj4LGydwg,Moon Boots,The Life Aquatic,2017-08-04,37,0.678,0.674,2,-8.401,0,0.0368,0.048,0.35,0.112,0.292,103.005
2CLeotsLhEUu0qkj56vbUj,Jacques Dutronc,"Il est cinq heures, Paris s'éveille",1968-11-14,54,0.54,0.629,9,-10.171,1,0.0325,0.5,0.0,0.158,0.749,139.859
0z0PipjF04FsCA6BXT3EP3,Feu! Chatterton,La Malinche,2015-10-16,48,0.448,0.721,9,-5.061,0,0.0524,0.075,0.0,0.134,0.242,125.928
07sIWLoA9FB5oXSTQsm21l,Jacques,Tout est magnifique,2015-02-23,36,0.699,0.775,8,-11.695,0,0.0691,0.0291,0.219,0.941,0.0741,111.142
609ztq0z70ty0fFR3KUuJl,Rone,Bye Bye Macadam,2012-10-15,47,0.593,0.509,4,-12.042,0,0.0626,0.107,0.893,0.277,0.0769,190.028
0aKoR2iMGuqAUBBCdRwII8,Agar Agar,Prettiest Virgin (Radio Edit),2016-04-22,35,0.946,0.493,8,-9.654,1,0.0509,0.162,0.297,0.0875,0.592,120.012
6zfczP87XO2SxWlQtnjFNa,Metronomy,The Look,2011-04-11,71,0.638,0.535,9,-7.792,0,0.0415,0.623,0.0391,0.0837,0.504,84.947
3joEHRULWoUAmEB4GFlYp8,-M-,Le Roi Des Ombres,2009-01-01,37,0.736,0.603,1,-8.78,0,0.0329,0.765,0.0116,0.0939,0.523,108.989
6wnYecYgCgcbsrwxWsx2xQ,Black Blood,A. I. E. A'mwana Remix Maxi (Aieaoa),1993,15,0.651,0.596,7,-9.527,0,0.0466,0.00955,0.0,0.211,0.948,122.616
3g86N0SqyfxEVNMHlmW3RE,Jungle,Busy Earnin',2014-07-14,63,0.457,0.883,10,-5.61,0,0.0376,0.209,5.11e-06,0.0912,0.736,99.937
3MrRksHupTVEQ7YbA0FsZK,Europe,The Final Countdown,1986,76,0.529,0.843,6,-6.908,0,0.0616,0.0628,0.000827,0.0608,0.188,117.662
3WIg3fd3W8I5HU8g3Y6P0k,Orchestral Manoeuvres In The Dark,Enola Gay,1998-01-01,0,0.58,0.74,2,-8.409,0,0.0353,0.0101,0.0207,0.0721,0.961,143.29
5ChkMS8OtdzJeqyybCc9R5,Michael Jackson,Billie Jean,1982-11-30,83,0.92,0.654,11,-3.051,0,0.0401,0.0236,0.0158,0.0359,0.847,117.046
0KpTFH1SzexN8SGc0GPILC,The Animals,Don't Let Me Be Misunderstood,1987-10-19,56,0.546,0.568,11,-9.604,0,0.0285,0.146,0.0,0.77,0.488,112.584
4mn2kNTqiGLwaUR8JdhJ1l,The Animals,House of the Rising Sun,1987-10-19,74,0.316,0.484,9,-9.11,0,0.0308,0.000334,0.00445,0.0912,0.299,117.363
1bIupoWqwPhmPbXekHD5QR,Pierre Bachelet,Les corons,1982-06-01,50,0.442,0.506,6,-9.129,0,0.0327,0.593,0.0,0.0991,0.387,130.582
1CmQNMIlAuv4ViwfckOAJz,Antonín Dvořák,"Symphony No.9 In E Minor, Op.95, B.178 ""From The New World"": Antonin DVORAK : Symphonie n° 9 « Du nouveau monde », op.95. Allegro con fuoco (extrait) - Excerpt",2006-01-01,38,0.388,0.231,4,-15.395,0,0.0321,0.921,0.968,0.118,0.533,139.654
1VCFHYVd0eCW7r2Povv5Lt,Gioachino Rossini,Il barbiere di Siviglia / Act 1: Gioacchino ROSSINI : La Barbier de Séville « Largo al factotum »,2006-01-01,29,0.375,0.308,0,-15.612,1,0.078,0.972,0.119,0.0759,0.511,71.515
4eRP11CWnE1Q1lJMVwsWFN,Frédéric Chopin,Frédéric CHOPIN : Nocturne op.9 n° 2,2006-01-01,29,0.419,0.0216,3,-28.45,1,0.0676,0.992,0.921,0.072,0.0416,125.713
260V7huyJrXnyYe0dFv2Fa,Polo & Pan,Canopée,2017-05-19,67,0.704,0.692,5,-6.558,0,0.0304,0.0942,0.0109,0.0922,0.369,96.005
3TVoY7A5OWdJvefHDEsfRf,Mademoiselle K.,Jouer dehors,2011,35,0.675,0.701,9,-7.135,0,0.0457,0.167,0.0,0.119,0.599,117.887
0kwBYFETfcomDGcSgeeUAX,Les Négresses Vertes,Sous le soleil de Bodega,1991-11-01,45,0.668,0.913,5,-4.449,0,0.0573,0.142,7.24e-06,0.14,0.594,102.841
6ZgaUtMlUzUf7SqbUUnfbu,John Coltrane,Blue Train - Remastered 2003,1958,59,0.506,0.493,8,-7.759,1,0.0427,0.798,0.00355,0.307,0.584,134.77
4vLYewWIvqHfKtJDk8c8tq,Miles Davis,So What,1959-08-17,63,0.517,0.151,0,-17.266,1,0.0373,0.705,0.00136,0.116,0.21,136.356
4xGFcQEIjtmbPD6Jsxq14M,Stan Getz,The Girl From Ipanema,2008-01-01,0,0.641,0.14,8,-16.79,1,0.039,0.867,0.00166,0.105,0.388,129.318
2JOEPbuwVf0nafGnMSVEhH,John Coltrane,My Favorite Things,1961,57,0.277,0.242,4,-18.442,1,0.0342,0.694,0.464,0.113,0.285,175.384
0sCeNwt8xRCMR4NhKpMyBe,Herbie Hancock,Cantaloupe Island - Remastered 1999 / Rudy Van Gelder Edition,1964-06-17,63,0.515,0.583,0,-8.182,0,0.0284,0.749,0.000294,0.123,0.414,116.11
1YQWosTIljIvxAgHWTp7KP,The Dave Brubeck Quartet,Take Five,1959-12-14,67,0.454,0.26,8,-13.193,0,0.0401,0.539,0.00078,0.0675,0.598,174.322
7kcy8ctwafCfiUFuBcvxpp,Electric Guest,This Head I Hold,2012-04-23,0,0.663,0.873,0,-4.915,1,0.0328,0.0268,0.0108,0.261,0.962,162.021
3zvHOVC4jikl6jORSr6OLE,Yeah Yeah Yeahs,Heads Will Roll,2009-01-01,0,0.562,0.903,8,-4.46,0,0.0296,0.000187,0.0939,0.298,0.791,132.009
244AvzGQ4Ksa5637JQu5Gy,Florence + The Machine,You've Got The Love,2009,71,0.574,0.694,6,-4.697,1,0.0327,0.00481,0.0,0.102,0.401,109.85
67Hna13dNDkZvBpTXRIaOJ,Massive Attack,Teardrop,1998-01-01,70,0.615,0.419,11,-8.8,0,0.0395,0.0173,0.497,0.135,0.216,76.997
15Hb4YapPuC0iNGvez2PXE,Empire of the Sun,Walking On A Dream,2009-02-16,50,0.87,0.699,5,-5.541,0,0.0459,0.245,6.76e-06,0.0588,0.726,126.967
0iTpQYzJnYgh7kIxyq8A2O,Grizzly Bear,Two Weeks,2009-05-24,69,0.537,0.712,5,-5.597,1,0.0286,0.289,0.00568,0.08,0.704,159.871
2n1Bg0FjuKy7YEKrGyheay,Jain,Dynabeat,2016-11-25,41,0.911,0.613,2,-4.63,1,0.0476,0.0787,0.0,0.0196,0.575,110.021
78NK5FzTNS5ReNrr6HobcM,Jain,Star,2018-08-24,41,0.759,0.768,1,-7.209,1,0.145,0.3,0.00286,0.0976,0.92,134.85
1YrC8s6yZWw23QxW6rfM9f,Jain,Come,2016-10-21,60,0.818,0.783,1,-6.534,1,0.0444,0.232,0.00886,0.0803,0.819,99.992
6KR9NaynH8bF9w727wKQBL,Muse,New Born,2001,47,0.238,0.932,4,-5.809,1,0.0912,0.00326,0.298,0.114,0.186,150.899
09oOhscdjOI4JzxgP9t0x3,Muse,Bliss,2001,45,0.447,0.8,0,-9.482,0,0.047,0.000258,0.00206,0.113,0.251,127.956
7Ip8u0pYDFcAnJLzpQpL26,The Bloody Beetroots,I Love the Bloody Beetroots,2009-08-25,27,0.734,0.796,1,-5.182,1,0.444,0.00217,0.659,0.151,0.347,130.081
3p1vmXEMvcESM36eFG8dUU,SomethingALaMode,GString,2009-10-15,31,0.569,0.891,5,-5.109,1,0.126,0.0804,0.239,0.103,0.329,110.034
3KBMeEwL4FCVCWLzDRY9aF,Jackson Sisters,I Believe In Miracles,2001-01-01,46,0.656,0.791,2,-12.913,0,0.0573,0.0514,4.27e-06,0.463,0.85,107.81
6UFY27tILdlS8id7t2oR9v,Incredible Bongo Band,Apache,2008-10-20,39,0.661,0.831,7,-5.058,1,0.198,0.00996,0.842,0.139,0.478,118.204
48soWfUlpCQjUht4FcDerS,Seth Gueko,Le Son des capuches,2009-05-04,27,0.658,0.878,7,-3.696,1,0.423,0.165,0.0,0.105,0.673,102.897
2FpyKkCFIfqmp6eQx4Rn1V,Depeche Mode,Just Can't Get Enough - 2006 Digital Remaster,2006,0,0.764,0.857,0,-7.453,1,0.0343,0.426,0.036,0.181,0.925,128.182
7o7E1nrHWncYY7PY94gCiX,The Buggles,Video Killed The Radio Star,1980-01-10,71,0.68,0.678,1,-11.548,1,0.0754,0.103,0.00828,0.204,0.251,131.165
0cGG2EouYCEEC3xfa0tDFV,Soft Cell,Tainted Love,1981,75,0.5,0.501,0,-8.284,0,0.0376,0.462,0.0,0.26,0.623,144.438
1ot6jEe4w4hYnsOPjd3xKQ,The Pointer Sisters,I'm So Excited,1982-02-01,72,0.59,0.868,5,-5.832,0,0.048,0.0962,0.000322,0.442,0.798,184.348
4y1LsJpmMti1PfRQV9AWWe,Cyndi Lauper,Girls Just Want to Have Fun,1983-10-14,77,0.71,0.799,6,-4.897,1,0.0328,0.22,0.000602,0.349,0.725,120.372
3YMTNzrRktpHDsi6OrmZNO,a-ha,Take on Me,1985-06-01,49,0.526,0.931,6,-6.436,0,0.0473,0.0118,0.00182,0.0537,0.81,169.422
1tkUiDUKwPrzBmThNI5Cid,Philippe Katerine,La banane,2010-01-01,47,0.682,0.628,0,-7.792,1,0.0443,0.0544,0.0,0.157,0.686,108.405
70mAceS5ArAqVj2OwDE4db,Harry Belafonte,Jump in the Line,1999-10-15,53,0.606,0.8,9,-9.624,0,0.323,0.677,0.0,0.595,0.85,113.864
32kgOw8wejH7zUhtXCM8DH,Boston,More Than a Feeling,1976,0,0.377,0.682,7,-8.039,1,0.0299,0.000894,0.00217,0.0504,0.288,108.736
113bLFbp3F9MVN0w2KJ1ma,Sharon Jones & The Dap-Kings,How Long Do I Have to Wait for You?,2005-01-25,66,0.674,0.909,10,-3.369,0,0.0464,0.469,0.0131,0.105,0.969,103.942
2K7M9nsydDAvesQPGzgreA,Scissor Sisters,She's My Man,2006-01-01,36,0.572,0.934,11,-3.3,0,0.044,0.01,0.00161,0.0778,0.723,172.964
1qEHgdFqUxFebMPk8s2HLY,Scissor Sisters,I Don't Feel Like Dancin' - Radio Edit,2006-01-01,68,0.711,0.924,7,-3.398,1,0.0282,0.0156,0.0,0.114,0.912,108.033
1orWJSHmbn7JttLxOYr1R5,Lady Gaga,The Fame,2009-11-05,43,0.816,0.694,5,-3.325,1,0.0504,0.0296,1.48e-05,0.035,0.966,127.021
4Jvz8OW0kOa6RK23YPKMtj,Lady Gaga,"Beautiful, Dirty, Rich",2009-11-05,45,0.782,0.906,2,-5.229,1,0.152,0.017,0.0503,0.293,0.697,120.064
6Qh10T7u43YciJsJa99R3v,Lady Gaga,Dance In The Dark,2009-11-05,55,0.639,0.751,0,-6.357,0,0.0324,2.96e-05,4.9e-05,0.163,0.13,120.992
45s88Xopo6KvHc0PQ05aGg,The Who,My Generation - Mono Version,1966-04-01,60,0.299,0.787,0,-7.93,0,0.069,0.14,0.0,0.292,0.716,94.798
38Ngied9rBORlAbLYNCl4k,Talking Heads,Once in a Lifetime - 2005 Remaster,1980-10-08,71,0.644,0.919,2,-6.289,1,0.0561,0.181,0.134,0.622,0.871,117.459
1oG2vWELiGjIqxwqGcyqwF,The Kinks,You Really Got Me,1964-10-02,0,0.567,0.959,8,-3.822,1,0.102,0.0995,6.07e-05,0.1,0.961,137.377
2aoo2jlRnM3A0NyLQqMN2f,Jimi Hendrix,All Along the Watchtower,1968-10-25,78,0.438,0.805,8,-6.237,1,0.0624,0.00255,5.69e-05,0.0842,0.564,113.253
6cr6UDpkjEaMQ80OjWqEBQ,Dire Straits,Sultans of Swing,1978-10-07,67,0.73,0.868,5,-7.325,1,0.0288,0.0632,0.0661,0.318,0.923,148.217
3okPiJwW5nCLpug12sCL4p,The Kinks,All Day and All of the Night,1964-10-02,0,0.563,0.915,7,-5.062,1,0.08,0.247,8.46e-05,0.0613,0.71,136.345
5TWou9aiZuH1nETXYbf8eO,Daniel Balavoine,Mon fils ma bataille,1980,55,0.691,0.718,10,-6.132,1,0.0268,0.332,6.94e-06,0.115,0.781,115.11
6ybViy2qrO9sIi41EgRJgx,Norah Jones,Don't Know Why,2002-02-26,74,0.732,0.198,5,-11.775,1,0.028,0.883,1.1e-05,0.0659,0.618,88.174
6n89E6qtJElzcu2TzXzLSd,The Toxic Avenger,Escape - The Bloody Beetroots Remix,2015,37,0.727,0.947,9,-5.024,1,0.496,9.71e-05,0.908,0.463,0.437,129.979
4GqgizvVQ98WhoHZJNiiyk,Vitalic,Second Lives,2009-09-28,5,0.672,0.687,1,-4.745,1,0.0424,0.00154,0.572,0.089,0.35,129.972
3EXPdW0NGGkPlyDMcScfgu,Alan Braxe,Intro,2000-04-01,51,0.859,0.848,1,-5.842,1,0.216,0.0292,0.00151,0.304,0.61,123.937
5KeO1qI2vlnOtlO22I99X6,Siriusmo,High Together,2011-02-25,39,0.64,0.878,7,-6.665,0,0.12,0.065,0.503,0.399,0.387,116.01
1TfqLAPs4K3s2rJMoCokcS,Eurythmics,Sweet Dreams (Are Made of This) - Remastered,1983-01-04,81,0.692,0.711,0,-7.498,0,0.0317,0.225,0.0,0.12,0.875,125.135
5rgy6ghBq1eRApCkeUdJXf,fun.,We Are Young (feat. Janelle Monáe),2012-02-14,76,0.378,0.638,10,-5.576,1,0.075,0.02,7.66e-05,0.0849,0.735,184.086
4ZhPLoMzZwewHLLjV1J15c,Nena,99 Luftballons,1983-09-23,73,0.575,0.555,4,-7.495,1,0.0453,0.103,1.3e-06,0.111,0.504,95.361
2WfaOiMkCvy7F5fcp2zZ8L,a-ha,Take on Me,1985-06-01,83,0.573,0.902,6,-7.638,0,0.054,0.018,0.00125,0.0928,0.876,84.412
3SdTKo2uVsxFblQjpScoHy,Ben E. King,Stand by Me,1962-08-20,78,0.65,0.306,9,-9.443,1,0.0393,0.57,7.07e-06,0.0707,0.605,118.068
30FURVTCpbKyykjSEQzGkH,Amy Winehouse,Back To Black,2006-10-27,72,0.49,0.725,10,-3.304,1,0.0392,0.123,2.68e-05,0.0983,0.335,123.28
1JSTJqkT5qHq8MDJnJbRE1,The Police,Every Breath You Take,1983-06-17,84,0.82,0.452,1,-9.796,1,0.0348,0.543,0.00294,0.0714,0.74,117.401
5Mv6kJsWF4vMpn281fAKCO,C2C,F.U.Y.A.,2012-01-01,42,0.643,0.619,9,-9.514,0,0.0357,0.0128,0.415,0.351,0.14,128.785
17Oqn2JVGCTPOimRjQQ7P8,C2C,Le Banquet,2012-01-01,36,0.742,0.841,2,-7.58,1,0.149,0.0151,0.0352,0.17,0.155,93.978
14zo201LRIXPtpgZCjDW7t,C2C,Arcades,2012-01-01,39,0.657,0.607,11,-6.612,0,0.0434,0.00028,0.695,0.2,0.19,91.023
5jnci6owE2DgnxhP8o0Wn9,C2C,Together,2012-01-01,29,0.591,0.713,4,-7.533,0,0.178,0.0311,0.00109,0.211,0.473,97.231
4i0j7pbBV2OiMEIJgbXCMu,C2C,Genius,2012-01-01,31,0.806,0.744,1,-5.805,0,0.0658,0.0363,4.32e-06,0.588,0.857,120.013
5PYTllcMgjMy5lIgxP4kfd,C2C,The Beat,2012-01-01,35,0.798,0.778,10,-5.236,0,0.143,0.00262,0.0883,0.28,0.624,96.978
3V4cvKZGNPNUWqyw18JsAc,C2C,Give Up The Ghost,2012-01-01,30,0.581,0.564,0,-6.829,1,0.0988,0.304,0.0312,0.0943,0.453,75.018
1M7DTtrPwsh80bQnSZFANW,C2C,Happy,2012-01-01,48,0.753,0.92,5,-4.657,0,0.0933,0.0266,0.174,0.624,0.549,120.014
1yJ7WECFcGSrhOAL3N66e8,C2C,Who Are You,2012-01-01,38,0.681,0.83,7,-6.352,0,0.248,0.177,8.25e-05,0.141,0.555,68.012
32XguVXAL8XdpVuEygw0nM,C2C,Delta,2012-01-01,48,0.698,0.829,2,-7.194,0,0.127,0.00461,0.117,0.101,0.416,120.0
3vd6zNWN9OpOLkvhu4Sbga,C2C,Because Of You,2012-01-01,35,0.697,0.768,0,-4.808,1,0.0607,0.0443,0.0,0.203,0.837,130.029
